year,estratopri,ur,sexo_std,etid,wealth,wc1,wc2,wc3,l1,pn4,eff1,eff2,cp6,cp13,colcp8a,prot3,exc13,exc14,exc15,exc16,exc18,exc20,exc07
2005,Andina,Urbano,Hombre,Blanca,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,,No,,,Algo generalizada
2005,Pacífica,Urbano,Hombre,Mestiza,,No,Sí,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,,No,,,Algo generalizada
2005,Orinoquía-Amazonía,Rural,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,No,No,,,Poco generalizada
2005,Orinoquía-Amazonía,Rural,Hombre,Indígena,,,,,,Insatisfecho(a),,,Nunca,Nunca,Una o dos veces al año,,No,,No,,,,Muy generalizada
2005,Caribe,Rural,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al año,Nunca,Nunca,,,,,,,,Muy generalizada
2005,Andina,Urbano,Hombre,Blanca,,No,No,No,,Insatisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,,,,,,,Poco generalizada
2005,Orinoquía-Amazonía,Rural,Mujer,Blanca,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Una o dos veces al mes,,No,,,No,,,Algo generalizada
2005,Orinoquía-Amazonía,Rural,Hombre,Negra,,No,No,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,,,,Poco generalizada
2005,Caribe,Rural,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,No,,,,Nada generalizada
2005,Andina,Urbano,Mujer,Blanca,,No,No,No,,Muy satisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,Muy generalizada
2005,Andina,Urbano,Mujer,Negra,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,,No,,,Poco generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Blanca,,No,No,No,,Satisfecho(a),,,Nunca,Una o dos veces al año,Una o dos veces al año,,No,No,,,,,Muy generalizada
2005,Pacífica,Urbano,Hombre,Negra,,No,No,No,,Insatisfecho(a),,,Nunca,,Nunca,,No,No,No,No,,,Poco generalizada
2005,Bogotá D.C.,Urbano,Hombre,Blanca,,No,Sí,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,,No,,,,,Muy generalizada
2005,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,Muy generalizada
2005,Caribe,Rural,Hombre,Negra,,Sí,No,Sí,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,,,,,Poco generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Mestiza,,No,No,No,,,,,Una o dos veces al mes,Nunca,Nunca,,No,,No,,,,Muy generalizada
2005,Caribe,Urbano,Mujer,Negra,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,Algo generalizada
2005,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,,,No,No,,,Muy generalizada
2005,Orinoquía-Amazonía,Rural,Mujer,Blanca,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Una o dos veces al año,,,,,No,,,Algo generalizada
2005,Caribe,Urbano,Mujer,Mestiza,,No,No,No,,Muy satisfecho(a),,,Una o dos veces al año,Nunca,Nunca,,,,No,No,,,Algo generalizada
2005,Caribe,Urbano,Mujer,Blanca,,No,No,No,,,,,Una vez a la semana,Nunca,Nunca,,,,No,No,,,Algo generalizada
2005,Andina,Rural,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,No,,,
2005,Caribe,Urbano,Hombre,Blanca,,Sí,No,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,,,,,Algo generalizada
2005,Caribe,Urbano,Hombre,Blanca,,Sí,Sí,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,,,,,Poco generalizada
2005,Andina,Rural,Mujer,Indígena,,No,No,No,,Muy insatisfecho(a),,,Nunca,Nunca,Una o dos veces al mes,,,,No,,,,
2005,Pacífica,Rural,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Una o dos veces al mes,,No,,,,,,Poco generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,No,No,,,,Muy generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Indígena,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,Muy generalizada
2005,Caribe,Urbano,Hombre,Mestiza,,No,No,No,,Insatisfecho(a),,,Nunca,Una o dos veces al mes,Nunca,,No,,,,,,Algo generalizada
2005,Caribe,Urbano,Hombre,Mestiza,,No,Sí,No,,Satisfecho(a),,,Una o dos veces al año,Nunca,Nunca,,No,,,No,,,Algo generalizada
2005,Caribe,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),,,Una o dos veces al año,Nunca,Nunca,,,,No,,,,Poco generalizada
2005,Andina,Urbano,Hombre,Mestiza,,No,Sí,Sí,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,No,No,,No,,,Algo generalizada
2005,Pacífica,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Una o dos veces al año,,No,No,,No,,,Muy generalizada
2005,Caribe,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,,,,,Muy generalizada
2005,Andina,Urbano,Hombre,Mestiza,,Sí,No,No,,Satisfecho(a),,,Una vez a la semana,Una o dos veces al año,Nunca,,,,,,,,
2005,Bogotá D.C.,Urbano,Hombre,Mestiza,,No,No,No,,Muy insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,,,,,Algo generalizada
2005,Orinoquía-Amazonía,Rural,Mujer,Negra,,Sí,Sí,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,No,,,Algo generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Negra,,Sí,Sí,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,,,,Poco generalizada
2005,Caribe,Urbano,Mujer,Mestiza,,Sí,No,No,,Insatisfecho(a),,,Una vez a la semana,Una o dos veces al año,Nunca,,,No,,,,,Algo generalizada
2005,Bogotá D.C.,Urbano,Mujer,,,No,No,No,,,,,Una o dos veces al mes,Nunca,Una o dos veces al año,,,,No,No,,,
2005,Andina,Urbano,Mujer,Mestiza,,Sí,No,No,,Muy insatisfecho(a),,,Nunca,Nunca,Nunca,,,,No,,,,Nada generalizada
2005,Orinoquía-Amazonía,Rural,Mujer,Blanca,,No,Sí,Sí,,Satisfecho(a),,,Una vez a la semana,Nunca,Una o dos veces al mes,,,No,No,No,,,
2005,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,,,No,,,,Algo generalizada
2005,Bogotá D.C.,Urbano,Hombre,Blanca,,No,No,No,,Muy insatisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,No,,,,,,Nada generalizada
2005,Pacífica,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,No,,,Poco generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Blanca,,No,No,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,,,,,Poco generalizada
2005,Andina,Rural,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al año,Nunca,Una o dos veces al año,,No,,,No,,,Poco generalizada
2005,Bogotá D.C.,Urbano,Hombre,Negra,,No,No,No,,Muy insatisfecho(a),,,,Nunca,Nunca,,No,No,,No,,,Algo generalizada
2005,Andina,Rural,Mujer,Mestiza,,No,No,No,,,,,Una vez a la semana,Una o dos veces al mes,Una o dos veces al año,,,,,,,,
2005,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Una o dos veces al año,,,,,,,,
2005,Orinoquía-Amazonía,Rural,Hombre,Indígena,,Sí,Sí,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,No,,,Muy generalizada
2005,Pacífica,Rural,Hombre,Indígena,,No,No,No,,Muy satisfecho(a),,,Una o dos veces al mes,Una o dos veces al mes,Nunca,,Sí,,,No,,,Muy generalizada
2005,Bogotá D.C.,Urbano,Mujer,Mestiza,,Sí,Sí,No,,Insatisfecho(a),,,Una vez a la semana,Una o dos veces al año,Una o dos veces al año,,No,,No,,,,Muy generalizada
2005,Orinoquía-Amazonía,Urbano,Mujer,Negra,,No,Sí,No,,Muy insatisfecho(a),,,Nunca,Una o dos veces al año,Nunca,,,,,No,,,Muy generalizada
2005,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,,,No,,,,Algo generalizada
2005,Andina,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Una o dos veces al año,Nunca,,,No,,,,,Poco generalizada
2005,Orinoquía-Amazonía,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,No,,,Nada generalizada
2005,Andina,Rural,Mujer,Negra,,Sí,No,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Una o dos veces al mes,,No,No,No,,,,Algo generalizada
2005,Pacífica,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Una o dos veces al año,,,,No,No,,,Algo generalizada
2005,Pacífica,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,,No,,,Algo generalizada
2005,Pacífica,Urbano,Hombre,Negra,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,No,,,Muy generalizada
2005,Andina,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,,,,No,,,Muy generalizada
2005,Caribe,Urbano,Mujer,Mestiza,,Sí,No,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,,,,,,,Muy generalizada
2005,Orinoquía-Amazonía,Rural,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Una o dos veces al año,,,,,,,,Muy generalizada
2005,Pacífica,Urbano,Mujer,Indígena,,Sí,No,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,,,,,,,Poco generalizada
2005,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al año,Nunca,Nunca,,No,,,,,,Poco generalizada
2005,Pacífica,Urbano,Mujer,Mestiza,,Sí,No,No,,Muy insatisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,No,,,No,,,Algo generalizada
2005,Andina,Urbano,Mujer,Negra,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,No,,No,,,,Muy generalizada
2005,Bogotá D.C.,Urbano,Hombre,Mestiza,,Sí,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,No,,,,,,
2005,Caribe,Urbano,Hombre,Mestiza,,No,No,No,,Muy satisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,,,No,,,,
2005,Pacífica,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Una o dos veces al año,,No,,,No,,,Algo generalizada
2005,Andina,Rural,Mujer,Mestiza,,Sí,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,No,No,,,Poco generalizada
2005,Andina,Urbano,Hombre,Blanca,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Una o dos veces al mes,,No,,,No,,,Algo generalizada
2005,Pacífica,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Una o dos veces al mes,,No,,No,,,,Muy generalizada
2005,Pacífica,Urbano,Hombre,Negra,,No,No,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Una o dos veces al mes,,,,,No,,,
2005,Andina,Rural,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Una o dos veces al año,Nunca,,,,,,,,Algo generalizada
2005,Pacífica,Rural,Hombre,Blanca,,No,No,No,,Muy satisfecho(a),,,Una vez a la semana,Nunca,Una o dos veces al mes,,No,,No,,,,Poco generalizada
2005,Caribe,Urbano,Mujer,Blanca,,Sí,Sí,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Una o dos veces al año,,,,,,,,Poco generalizada
2005,Caribe,Urbano,Mujer,Blanca,,Sí,Sí,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,No,No,,,Algo generalizada
2005,Andina,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,No,No,,,Algo generalizada
2005,Pacífica,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Una o dos veces al año,,No,,,No,,,Algo generalizada
2005,Pacífica,Rural,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,,,,No,,,Poco generalizada
2005,Andina,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,No,,No,,,Algo generalizada
2005,Caribe,Rural,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Una o dos veces al año,Nunca,,Sí,,,No,,,Muy generalizada
2005,Andina,Rural,Mujer,Mestiza,,No,No,No,,,,,Nunca,Nunca,Nunca,,,,No,No,,,Poco generalizada
2005,Caribe,Rural,Hombre,Mestiza,,Sí,Sí,Sí,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,,,,,Nada generalizada
2005,Andina,Urbano,Mujer,Mestiza,,Sí,Sí,Sí,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,No,No,,,Muy generalizada
2005,Caribe,Urbano,Mujer,Mestiza,,Sí,No,No,,Muy insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,,,,,,,Algo generalizada
2005,Andina,Urbano,Mujer,Indígena,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,,,,
2005,Andina,Urbano,Mujer,Blanca,,No,No,No,,Muy insatisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,,,,,,,Muy generalizada
2005,Pacífica,Rural,Mujer,Mestiza,,No,No,No,,Muy insatisfecho(a),,,Nunca,Nunca,Una o dos veces al mes,,No,,No,No,,,Muy generalizada
2005,Andina,Rural,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Una o dos veces al mes,,No,,,No,,,Algo generalizada
2005,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al año,Nunca,Nunca,,,,,,,,Algo generalizada
2005,Pacífica,Urbano,Hombre,Blanca,,Sí,Sí,No,,Satisfecho(a),,,Nunca,Nunca,Una o dos veces al año,,No,Sí,No,,,,Algo generalizada
2005,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,No,No,,,Algo generalizada
2005,Andina,Rural,Hombre,Blanca,,No,Sí,No,,Muy insatisfecho(a),,,Nunca,Nunca,Nunca,,No,,,No,,,Muy generalizada
2005,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,
2005,Andina,Urbano,Mujer,Mestiza,,Sí,Sí,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,No,,No,No,,,
2005,Pacífica,Urbano,Hombre,Mestiza,,No,No,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,,,,,Algo generalizada
2005,Caribe,Urbano,Mujer,Negra,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Una o dos veces al año,,No,,,,,,Algo generalizada
2005,Orinoquía-Amazonía,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),,,Una o dos veces al mes,Nunca,Una o dos veces al año,,No,,No,,,,Algo generalizada
2005,Pacífica,Rural,Hombre,Mestiza,,Sí,No,No,,Insatisfecho(a),,,Nunca,Nunca,Una o dos veces al año,,No,,No,,,,Muy generalizada
2005,Caribe,Urbano,Mujer,Mestiza,,Sí,Sí,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,No,,,Poco generalizada
2005,Andina,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,No,,,,,,Poco generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,No,No,,,Algo generalizada
2005,Andina,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),,,Nunca,Una o dos veces al año,Nunca,,No,No,No,,,,Poco generalizada
2005,Caribe,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),,,Una o dos veces al año,Nunca,Nunca,,No,,No,No,,,Muy generalizada
2005,Bogotá D.C.,Urbano,Hombre,Mestiza,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,No,No,,,,,Nada generalizada
2005,Andina,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,,,,,Nada generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Blanca,,Sí,Sí,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,No,,,Algo generalizada
2005,Pacífica,Urbano,Hombre,Blanca,,Sí,Sí,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,No,,No,,,,Muy generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Blanca,,Sí,No,No,,Satisfecho(a),,,Una o dos veces al mes,Una o dos veces al año,Nunca,,No,No,,No,,,Algo generalizada
2005,Caribe,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,No,No,,,Algo generalizada
2005,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Una o dos veces al mes,Nunca,,,,No,No,,,Algo generalizada
2005,Caribe,Urbano,Hombre,Mestiza,,Sí,Sí,No,,Insatisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,No,,,No,,,Algo generalizada
2005,Andina,Rural,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,,,,No,,,
2005,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),,,Una o dos veces al mes,Nunca,Una o dos veces al mes,,,,,,,,Algo generalizada
2005,Caribe,Urbano,Hombre,Mestiza,,No,Sí,No,,Satisfecho(a),,,Nunca,Una o dos veces al año,Nunca,,No,,No,No,,,Algo generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,No,,,No,,,Algo generalizada
2005,Andina,Urbano,Hombre,Blanca,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,No,No,,No,,,Algo generalizada
2005,Pacífica,Urbano,Hombre,Mestiza,,Sí,No,No,,Insatisfecho(a),,,Una o dos veces al año,Una vez a la semana,Una o dos veces al año,,Sí,No,No,Sí,,,Algo generalizada
2005,Bogotá D.C.,Urbano,Mujer,Mestiza,,Sí,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,No,,,No,,,Algo generalizada
2005,Andina,Rural,Hombre,Blanca,,No,No,No,,Muy satisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,Nada generalizada
2005,Caribe,Urbano,Mujer,,,No,No,No,,Muy satisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,,,No,,,,Algo generalizada
2005,Pacífica,Rural,Mujer,Mestiza,,Sí,Sí,No,,Insatisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,,,No,No,,,Poco generalizada
2005,Pacífica,Urbano,Mujer,Mestiza,,No,No,No,,Muy insatisfecho(a),,,Una vez a la semana,Una o dos veces al año,Una o dos veces al mes,,,,No,No,,,
2005,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,,,No,,,,Muy generalizada
2005,Caribe,Rural,Hombre,Negra,,No,Sí,Sí,,Satisfecho(a),,,Una o dos veces al año,Nunca,Nunca,,No,,,No,,,Muy generalizada
2005,Andina,Urbano,Hombre,Indígena,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,,No,,,Muy generalizada
2005,Andina,Urbano,Hombre,Blanca,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Una o dos veces al año,,,,,,,,Poco generalizada
2005,Andina,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,,,,,,,Poco generalizada
2005,Pacífica,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),,,Una o dos veces al mes,Nunca,Una o dos veces al mes,,,,No,No,,,Muy generalizada
2005,Caribe,Urbano,Hombre,Blanca,,No,Sí,No,,Insatisfecho(a),,,Nunca,,Nunca,,No,,No,,,,Muy generalizada
2005,Andina,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Una o dos veces al año,Nunca,,,,,,,,Poco generalizada
2005,Pacífica,Rural,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Una o dos veces al año,,No,,,,,,
2005,Pacífica,Urbano,Hombre,Negra,,No,No,No,,Muy insatisfecho(a),,,Nunca,Una vez a la semana,Nunca,,No,,,,,,Algo generalizada
2005,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,,,,Nunca,Nunca,Nunca,,,,No,,,,Muy generalizada
2005,Caribe,Urbano,Hombre,Mestiza,,Sí,No,No,,Insatisfecho(a),,,Una vez a la semana,Nunca,Nunca,,,,,,,,Algo generalizada
2005,Orinoquía-Amazonía,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,,No,,,Muy generalizada
2005,Bogotá D.C.,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al año,Nunca,Una o dos veces al mes,,No,,No,No,,,Muy generalizada
2005,Andina,Urbano,Mujer,Mestiza,,Sí,Sí,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,,,,No,,,Algo generalizada
2005,Andina,Rural,Hombre,Mestiza,,Sí,Sí,Sí,,Muy satisfecho(a),,,Nunca,,Una o dos veces al mes,,,,No,,,,Poco generalizada
2005,Caribe,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,No,,,,,,Algo generalizada
2005,Andina,Urbano,Hombre,Indígena,,No,Sí,Sí,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,No,,,,,,Algo generalizada
2005,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,,,,,
2005,Pacífica,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Una o dos veces al año,Una o dos veces al mes,,No,No,No,,,,Muy generalizada
2005,Caribe,Urbano,Mujer,Negra,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Una o dos veces al mes,,,,,,,,Poco generalizada
2005,Andina,Urbano,Hombre,Mestiza,,No,No,No,,Insatisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,No,,,,,,Muy generalizada
2005,Bogotá D.C.,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,Muy generalizada
2005,Caribe,Urbano,Mujer,Negra,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,Algo generalizada
2005,Caribe,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,,No,,,Muy generalizada
2005,Andina,Urbano,Mujer,Negra,,No,No,No,,Muy satisfecho(a),,,Nunca,Nunca,Nunca,,No,No,No,No,,,Algo generalizada
2005,Andina,Urbano,Mujer,Blanca,,No,No,No,,Muy insatisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,,,,,,,Algo generalizada
2005,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,,,No,No,,,
2005,Caribe,Urbano,Hombre,Mestiza,,Sí,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,Muy generalizada
2005,Bogotá D.C.,Urbano,Mujer,Mestiza,,Sí,No,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Nunca,,No,,,,,,Algo generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Una o dos veces al año,Nunca,,No,No,No,,,,Algo generalizada
2005,Caribe,Urbano,Mujer,Blanca,,No,Sí,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,Nada generalizada
2005,Orinoquía-Amazonía,Urbano,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,,,,,,Muy generalizada
2005,Orinoquía-Amazonía,Rural,Hombre,Mestiza,,No,No,No,,Satisfecho(a),,,Una o dos veces al mes,Nunca,Una o dos veces al mes,,No,No,No,,,,Algo generalizada
2005,Andina,Urbano,Mujer,Mestiza,,Sí,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,Muy generalizada
2005,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Muy insatisfecho(a),,,Nunca,Nunca,Nunca,,No,,,,,,Muy generalizada
2005,Andina,Urbano,Mujer,Mestiza,,No,Sí,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,,,No,No,,,Poco generalizada
2005,Andina,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),,,Nunca,Una o dos veces al año,Nunca,,,,Sí,No,,,Algo generalizada
2005,Bogotá D.C.,Urbano,Hombre,Blanca,,No,No,No,,Satisfecho(a),,,Una o dos veces al año,Nunca,Nunca,,No,,,,,,Algo generalizada
2005,Pacífica,Urbano,Hombre,Blanca,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,,,,,,,Algo generalizada
2005,Pacífica,Urbano,Hombre,Blanca,,No,No,No,,Insatisfecho(a),,,Nunca,Nunca,Nunca,,No,,No,,,,Poco generalizada
2005,Andina,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),,,Nunca,Nunca,Nunca,,No,,,No,,,Poco generalizada
2005,Caribe,Urbano,Mujer,Blanca,,Sí,Sí,Sí,,Satisfecho(a),,,Una vez a la semana,Nunca,Nunca,,No,No,No,No,,,
2005,Pacífica,Urbano,Hombre,Blanca,,No,No,No,,Insatisfecho(a),,,Nunca,Una o dos veces al año,Nunca,,Sí,,,,,,Poco generalizada
